RFS,ID    ,Num,Word,Bit,Object Type,Name,Interlocking ID,Location,TDS AREA (A/B/C),JZA Input Bit Name,Simulation Bit Name,Field I/O Name,Remarks,Index No,,
NMM   ,S561NE,S561,1,8,Home Signal,Fleeting,NME,,C,S561.AOR,561.AOR,,,8470
NMM   ,S561NE,S561,1,7,Home Signal,Approach Clear,NME,,C,S561.CPBS,561.CPBS,,,8471
NMM   ,S561NE,S561,1,6,Home Signal,Route Set,NME,,C,S561.RIP,561.RIP,,,8472
NMM   ,S562NE,S562,1,5,Home Signal,Stop,NME,,C,S562.NGP,562.NGP,,,8473
NMM   ,S562NE,S562,1,4,Home Signal,Low Speed,NME,,C,S562.CGR,562.CGR,,,8474
NMM   ,S562NE,S562,1,3,Home Signal,Clear,NME,,C,S562.RGP,562.RGP,,,8475
NMM   ,S562NE,S562,1,2,Home Signal,Time Release,NME,,C,S562.ASP,562.ASP,,,8476
NMM   ,S562NE,S562,1,1,Home Signal,Fleeting,NME,,C,S562.AOR,562.AOR,,,8477
NMM   ,S562NE,S562,1,0,Home Signal,Approach Clear,NME,,C,S562.CPBS,562.CPBS,,,8478
NMM   ,S562NE,S562,2,15,Home Signal,Route Set,NME,,C,S562.RIP,562.RIP,,,8479
NMM   ,S563NE,S563,2,14,Home Signal,Stop,NME,,C,S563.NGP,563.NGP,,,8480
NMM   ,S563NE,S563,2,13,Home Signal,Low Speed,NME,,C,#NA,#NA,,,8481
NMM   ,S563NE,S563,2,12,Home Signal,Clear,NME,,C,S563.RGP,563.RGP,,,8482
NMM   ,S563NE,S563,2,11,Home Signal,Time Release,NME,,C,S563.ASP,563.ASP,,,8483
NMM   ,S563NE,S563,2,10,Home Signal,Fleeting,NME,,C,S563.AOR,563.AOR,,,8484
NMM   ,S563NE,S563,2,9,Home Signal,Approach Clear,NME,,C,#NA,#NA,,,8485
NMM   ,S563NE,S563,2,8,Home Signal,Route Set,NME,,C,S563.RIP,563.RIP,,,8486
NMM   ,S564NE,S564,2,7,Home Signal,Stop,NME,,C,S564.NGP,564.NGP,,,8487
NMM   ,S564NE,S564,2,6,Home Signal,Low Speed,NME,,C,#NA,#NA,,,8488
NMM   ,S564NE,S564,2,5,Home Signal,Clear,NME,,C,S564.RGP,564.RGP,,,8489
NMM   ,S564NE,S564,2,4,Home Signal,Time Release,NME,,C,S564.ASP,564.ASP,,,8490
NMM   ,S564NE,S564,2,3,Home Signal,Fleeting,NME,,C,S564.AOR,564.AOR,,,8491
NMM   ,S564NE,S564,2,2,Home Signal,Approach Clear,NME,,C,#NA,#NA,,,8492
NMM   ,S564NE,S564,2,1,Home Signal,Route Set,NME,,C,S564.RIP,564.RIP,,,8493
NMM   ,S566NE,S566,2,0,Home Signal,Stop,NME,,C,S566.NGP,566.NGP,,,8494
NMM   ,S566NE,S566,3,15,Home Signal,Low Speed,NME,,C,S566.CGR,566.CGR,,,8495
NMM   ,S566NE,S566,3,14,Home Signal,Clear,NME,,C,S566.RGP,566.RGP,,,8496
NMM   ,S566NE,S566,3,13,Home Signal,Time Release,NME,,C,S566.ASP,566.ASP,,,8497
NMM   ,S566NE,S566,3,12,Home Signal,Fleeting,NME,,C,S566.AOR,566.AOR,,,8498
NMM   ,S566NE,S566,3,11,Home Signal,Approach Clear,NME,,C,S566.CPBS,566.CPBS,,,8499
NMM   ,S566NE,S566,3,10,Home Signal,Route Set,NME,,C,S566.RIP,566.RIP,,,8500
NMM   ,S571NE,S571,3,9,Home Signal,Stop,NME,,C,S571.NGP,571.NGP,,,8501
NMM   ,S571NE,S571,3,8,Home Signal,Low Speed,NME,,C,S571.CGR,571.CGR,,,8502
NMM   ,S571NE,S571,3,7,Home Signal,Clear,NME,,C,S571.RGP,571.RGP,,,8503
NMM   ,S571NE,S571,3,6,Home Signal,Time Release,NME,,C,S571.ASP,571.ASP,,,8504
NMM   ,S571NE,S571,3,5,Home Signal,Fleeting,NME,,C,S571.AOR,571.AOR,,,8505
NMM   ,S571NE,S571,3,4,Home Signal,Approach Clear,NME,,C,S571.CPBS,571.CPBS,,,8506
NMM   ,S571NE,S571,3,3,Home Signal,Route Set,NME,,C,S571.RIP,571.RIP,,,8507
NMM   ,S572NE,S572,3,2,Home Signal,Stop,NME,,C,S572.NGP,572.NGP,,,8508
NMM   ,S572NE,S572,3,1,Home Signal,Low Speed,NME,,C,S572.CGR,572.CGR,,,8509
NMM   ,S572NE,S572,3,0,Home Signal,Clear,NME,,C,S572.RGP,572.RGP,,,8510
NMM   ,S572NE,S572,4,15,Home Signal,Time Release,NME,,C,S572.ASP,572.ASP,,,8511
NMM   ,S572NE,S572,4,14,Home Signal,Fleeting,NME,,C,S572.AOR,572.AOR,,,8512
NMM   ,S572NE,S572,4,13,Home Signal,Approach Clear,NME,,C,S572.CPBS,572.CPBS,,,8513
NMM   ,S572NE,S572,4,12,Home Signal,Route Set,NME,,C,S572.RIP,572.RIP,,,8514
NMM   ,S573NE,S573,4,11,Home Signal,Stop,NME,,C,S573.NGP,573.NGP,,,8515
NMM   ,S573NE,S573,4,10,Home Signal,Low Speed,NME,,C,#NA,#NA,,,8516
NMM   ,S573NE,S573,4,9,Home Signal,Clear,NME,,C,S573.RGP,573.RGP,,,8517
NMM   ,S573NE,S573,4,8,Home Signal,Time Release,NME,,C,S573.ASP,573.ASP,,,8518
NMM   ,S573NE,S573,4,7,Home Signal,Fleeting,NME,,C,S573.AOR,573.AOR,,,8519
NMM   ,S573NE,S573,4,6,Home Signal,Approach Clear,NME,,C,#NA,#NA,,,8520
NMM   ,S573NE,S573,4,5,Home Signal,Route Set,NME,,C,S573.RIP,573.RIP,,,8521
NMM   ,S576NE,S576,4,4,Home Signal,Stop,NME,,C,S576.NGP,576.NGP,,,8522
NMM   ,S576NE,S576,4,3,Home Signal,Low Speed,NME,,C,S576.CGR,576.CGR,,,8523
NMM   ,S576NE,S576,4,2,Home Signal,Clear,NME,,C,S576.RGP,576.RGP,,,8524
NMM   ,S576NE,S576,4,1,Home Signal,Time Release,NME,,C,S576.ASP,576.ASP,,,8525
NMM   ,S576NE,S576,4,0,Home Signal,Fleeting,NME,,C,S576.AOR,576.AOR,,,8526
NMM   ,S576NE,S576,5,15,Home Signal,Approach Clear,NME,,C,S576.CPBS,576.CPBS,,,8527
NMM   ,S576NE,S576,5,14,Home Signal,Route Set,NME,,C,S576.RIP,576.RIP,,,8528
NMM   ,T261NE,T261,8,11,Track Circuit,Clear,NME,,C,T261.TPK,261.TPK,,,8579
NMM   ,T263NE,T263,8,10,Track Circuit,Clear,NME,,C,T263.TPK,263.TPK,,,8580
NMM   ,T270NE,T270,8,9,Track Circuit,Clear,NME,,C,T270.TPK,270.TPK,,,8581
NMM   ,T273NE,T273,8,8,Track Circuit,Clear,NME,,C,T273.TPK,273.TPK,,,8582
NMM   ,T277NE,T277,8,7,Track Circuit,Clear,NME,,C,T277.TPK,277.TPK,,,8583
NMM   ,T456KN,T456,8,6,Track Circuit,Clear,NME,,C,TK456.TPK,K456.TPK,,,8584
NMM   ,T457NE,T457,8,5,Track Circuit,Clear,NME,,C,T457.TPK,457.TPK,,,8585
NMM   ,T459NE,T459,8,4,Track Circuit,Clear,NME,,C,T459.TPK,459.TPK,,,8586
NMM   ,T460NE,T460,8,3,Track Circuit,Clear,NME,,C,T460.TPK,460.TPK,,,8587
NMM   ,T461NE,T461,8,2,Track Circuit,Clear,NME,,C,T461.TPK,461.TPK,,,8588
NMM   ,T462NE,T462,8,1,Track Circuit,Clear,NME,,C,T462.TPK,462.TPK,,,8589
NMM   ,T463NE,T463,8,0,Track Circuit,Clear,NME,,C,T463.TPK,463.TPK,,,8590
NMM   ,T465NE,T465,9,15,Track Circuit,Clear,NME,,C,T465.TPK,465.TPK,,,8591
NMM   ,T469NE,T469,9,14,Track Circuit,Clear,NME,,C,T469.TPK,469.TPK,,,8592
NMM   ,T470NE,T470,9,13,Track Circuit,Clear,NME,,C,T470.TPK,470.TPK,,,8593
NMM   ,T471NE,T471,9,12,Track Circuit,Clear,NME,,C,T471.TPK,471.TPK,,,8594
NMM   ,T472NE,T472,9,11,Track Circuit,Clear,NME,,C,T472.TPK,472.TPK,,,8595
NMM   ,T473NE,T473,9,10,Track Circuit,Clear,NME,,C,T473.TPK,473.TPK,,,8596
NMM   ,T474NE,T474,9,9,Track Circuit,Clear,NME,,C,T474.TPK,474.TPK,,,8597
NMM   ,T475NE,T475,9,8,Track Circuit,Clear,NME,,C,T475.TPK,475.TPK,,,8598
NMM   ,T556KN,T556,9,7,Approach Track Circuit,Clear,NME,,C,TK556.TPK,K556.TPK,,,8599
NMM   ,T556KN,T556,9,6,Approach Track Circuit,Approaching,NME,,C,TK556.ARP,K556.ARP,,,8600
NMM   ,T560NE,T560,9,5,Track Circuit,Clear,NME,,C,T560.TPK,560.TPK,,,8601
NMM   ,T561NE,T561,9,4,Track Circuit,Clear,NME,,C,T561.TPK,561.TPK,,,8602
NMM   ,T562NE,T562,9,3,Track Circuit,Clear,NME,,C,T562.TPK,562.TPK,,,8603
NMM   ,T563NE,T563,9,2,Track Circuit,Clear,NME,,C,T563.TPK,563.TPK,,,8604
NMM   ,T564NE,T564,9,1,Track Circuit,Clear,NME,,C,T564.TPK,564.TPK,,,8605
NMM   ,T565NE,T565,9,0,Track Circuit,Clear,NME,,C,T565.TPK,565.TPK,,,8606
NMM   ,T566NE,T566,10,15,Track Circuit,Clear,NME,,C,T566.TPK,566.TPK,,,8607
NMM   ,T571NE,T571,10,14,Track Circuit,Clear,NME,,C,T571.TPK,571.TPK,,,8608
NMM   ,T572NE,T572,10,13,Track Circuit,Clear,NME,,C,T572.TPK,572.TPK,,,8609
NMM   ,T573NE,T573,10,12,Track Circuit,Clear,NME,,C,T573.TPK,573.TPK,,,8610
NMM   ,T574NE,T574,10,11,Track Circuit,Clear,NME,,C,T574.TPK,574.TPK,,,8611
NMM   ,T575NE,T575,10,10,Track Circuit,Clear,NME,,C,T575.TPK,575.TPK,,,8612
NMM   ,T576NE,T576,10,9,Track Circuit,Clear,NME,,C,T576.TPK,576.TPK,,,8613
NMM   ,,,5,13,Not Used,,NME,,C,# Not Used,# Not Used,,,8529
NMM   ,,,5,12,Not Used,,NME,,C,# Not Used,# Not Used,,,8530
NMM   ,,,5,11,Not Used,,NME,,C,# Not Used,# Not Used,,,8531
NMM   ,,,5,10,Not Used,,NME,,C,# Not Used,# Not Used,,,8532
NMM   ,,,5,9,Not Used,,NME,,C,# Not Used,# Not Used,,,8533
NMM   ,,,5,8,Not Used,,NME,,C,# Not Used,# Not Used,,,8534
NMM   ,,,5,7,Not Used,,NME,,C,# Not Used,# Not Used,,,8535
NMM   ,,,5,6,Not Used,,NME,,C,# Not Used,# Not Used,,,8536
NMM   ,,,5,5,Not Used,,NME,,C,# Not Used,# Not Used,,,8537
NMM   ,,,5,4,Not Used,,NME,,C,# Not Used,# Not Used,,,8538
NMM   ,,,5,3,Not Used,,NME,,C,# Not Used,# Not Used,,,8539
NMM   ,,,5,2,Not Used,,NME,,C,# Not Used,# Not Used,,,8540
NMM   ,,,5,1,Not Used,,NME,,C,# Not Used,# Not Used,,,8541
NMM   ,,,5,0,Not Used,,NME,,C,# Not Used,# Not Used,,,8542
NMM   ,,,7,10,Not Used,,NME,,C,# Not Used,# Not Used,,,8564
NMM   ,,,7,9,Not Used,,NME,,C,# Not Used,# Not Used,,,8565
NMM   ,,,7,8,Not Used,,NME,,C,# Not Used,# Not Used,,,8566
NMM   ,,,7,1,Not Used,,NME,,C,# Not Used,# Not Used,,,8573
NMM   ,,,7,0,Not Used,,NME,,C,# Not Used,# Not Used,,,8574
NMM   ,,,8,15,Not Used,,NME,,C,# Not Used,# Not Used,,,8575
NMM   ,,,8,14,Not Used,,NME,,C,# Not Used,# Not Used,,,8576
NMM   ,,,8,13,Not Used,,NME,,C,# Not Used,# Not Used,,,8577
NMM   ,,,8,12,Not Used,,NME,,C,# Not Used,# Not Used,,,8578
NMM   ,,,10,8,Not Used,,NME,,C,# Not Used,# Not Used,,,8614
NMM   ,,,10,7,Not Used,,NME,,C,# Not Used,# Not Used,,,8615
NMM   ,,,10,6,Not Used,,NME,,C,# Not Used,# Not Used,,,8616
NMM   ,,,10,5,Not Used,,NME,,C,# Not Used,# Not Used,,,8617
NMU   ,C465IA,C465,1,7,Single Line Control,Control Received,NMU,,A,C465.CRP,465.CRP,,,8631
NMU   ,E001NU,E001,10,4,Special Object - 100,,NMU,,A,ENU001.ECP,ENU001.ECP,,,8778
NMU   ,E002NU,E002,10,3,Special Object - 100,,NMU,,A,ENU002.ECP,ENU002.ECP,,,8779
NMU   ,E005NU,E005,10,0,Special Object - 601,,NMU,,A,ENU005.BF,ENU005.BF,,,8782
NMU   ,E006NU,E006,10,9,Special Object - 502,,NMU,,A,ENU006.SCRER,ENU006.SCRER,,,8773
NMU   ,E021NU,E021,10,12,Special Object - 602,,NMU,,A,ENU021.APLWR,ENU021.APLWR,,,8770
NMU   ,E022NU,E022,10,11,Special Object - 603,,NMU,,A,ENU022.CF,ENU022.CF,,,8771
NMU   ,E023NU,E023,10,10,Special Object - 604,,NMU,,A,ENU023.CPFR,ENU023.CPFR,,,8772
NMU   ,E100NU,E100,10,6,Special Object,Dual Control,NMU,,A,E100.JR,E100.JR,,,8776
NMU   ,E101NU,E101,10,5,Special Object,Dual Control,NMU,,A,E101.JR,E101.JR,,,8777
NMU   ,E118NU,E118,10,2,Special Object,Dual Control,NMU,,A,E118.JR,E118.JR,,,8780
NMU   ,E119NU,E119,10,1,Special Object,Dual Control,NMU,,A,E119.JR,E119.JR,,,8781
NMU   ,FNMUNU,FNMU,1,15,Terminal,Bypass RCDA+,NMU,,A,# Terminal,# Terminal,,,8623
NMU   ,FNMUNU,FNMU,1,14,Terminal,Sect. RDCA-,NMU,,A,# Terminal,# Terminal,,,8624
NMU   ,FNMUNU,FNMU,1,13,Terminal,Bypass RCDB+,NMU,,A,# Terminal,# Terminal,,,8625
NMU   ,FNMUNU,FNMU,1,12,Terminal,Sect. RDCB-,NMU,,A,# Terminal,# Terminal,,,8626
NMU   ,P410IA,P410,7,8,Points - Left Leg Normal (Connected Pair),Normal,NMU,,A,P410.NWCR,410.NWCR,,,8726
NMU   ,P410IA,P410,7,7,Points - Left Leg Normal (Connected Pair),Reverse,NMU,,A,P410.RWCR,410.RWCR,,,8727
NMU   ,P410IA,P410,7,6,Points - Left Leg Normal (Connected Pair),Locked,NMU,,A,P410.LRP,410.LRP,,,8728
NMU   ,P413IA,P413,7,5,Points - Right Leg Normal,Normal,NMU,,A,P413.NWCR,413.NWCR,,,8729
NMU   ,P413IA,P413,7,4,Points - Right Leg Normal,Reverse,NMU,,A,P413.RWCR,413.RWCR,,,8730
NMU   ,P413IA,P413,7,3,Points - Right Leg Normal,Locked,NMU,,A,P413.LRP,413.LRP,,,8731
NMU   ,P415IA,P415,7,2,Points - Right Leg Normal,Normal,NMU,,A,P415.NWCR,415.NWCR,,,8732
NMU   ,P415IA,P415,7,1,Points - Right Leg Normal,Reverse,NMU,,A,P415.RWCR,415.RWCR,,,8733
NMU   ,P415IA,P415,7,0,Points - Right Leg Normal,Locked,NMU,,A,P415.LRP,415.LRP,,,8734
NMU   ,P417IA,P417,8,15,Points - Left Leg Normal,Normal,NMU,,A,P417.NWCR,417.NWCR,,,8735
NMU   ,P417IA,P417,8,14,Points - Left Leg Normal,Reverse,NMU,,A,P417.RWCR,417.RWCR,,,8736
NMU   ,P417IA,P417,8,13,Points - Left Leg Normal,Locked,NMU,,A,P417.LRP,417.LRP,,,8737
NMU   ,P452IA,P452,8,12,Points - Left Leg Normal (Connected Pair),Normal,NMU,,A,P452.NWCR,452.NWCR,,,8738
NMU   ,P452IA,P452,8,11,Points - Left Leg Normal (Connected Pair),Reverse,NMU,,A,P452.RWCR,452.RWCR,,,8739
NMU   ,P452IA,P452,8,10,Points - Left Leg Normal (Connected Pair),Locked,NMU,,A,P452.LRP,452.LRP,,,8740
NMU   ,S401IA,S401,10,8,Non Controlled Tunnel Signal,Stop,NMU,,A,S401.NGP,401.NGP,,,8774
NMU   ,S401IA,S401,10,7,Non Controlled Tunnel Signal,Clear,NMU,,A,S401.RGP,401.RGP,,,8775
NMU   ,S406IA,S406,1,9,Non Controlled Tunnel Signal,Stop,NMU,,A,S406.NGP,406.NGP,,,8629
NMU   ,S406IA,S406,1,8,Non Controlled Tunnel Signal,Clear,NMU,,A,S406.RGP,406.RGP,,,8630
NMU   ,S471IA,S471,1,5,Auto Signal,Clear,NMU,,A,S471.RGP,471.RGP,,,8633
NMU   ,S473IA,S473,1,0,Auto Signal,Clear,NMU,,A,S473.RGP,473.RGP,,,8638
NMU   ,S481IA,S481,2,14,Auto Signal,Clear,NMU,,A,S481.RGP,481.RGP,,,8640
NMU   ,S510IA,S510,2,3,Home Signal,Stop,NMU,,A,S510.NGP,510.NGP,,,8651
NMU   ,S510IA,S510,2,2,Home Signal,Low Speed,NMU,,A,S510.CGR,510.CGR,,,8652
NMU   ,S510IA,S510,2,1,Home Signal,Clear,NMU,,A,S510.RGP,510.RGP,,,8653
NMU   ,S510IA,S510,2,0,Home Signal,Time Release,NMU,,A,S510.ASP,510.ASP,,,8654
NMU   ,S510IA,S510,3,15,Home Signal,Fleeting,NMU,,A,S510.AOR,510.AOR,,,8655
NMU   ,S510IA,S510,3,14,Home Signal,Approach Clear,NMU,,A,S510.CPBS,510.CPBS,,,8656
NMU   ,S510IA,S510,3,13,Home Signal,Route Set,NMU,,A,S510.RIP,510.RIP,,,8657
NMU   ,S513IA,S513,3,12,Home Signal,Stop,NMU,,A,S513.NGP,513.NGP,,,8658
NMU   ,S513IA,S513,3,11,Home Signal,Low Speed,NMU,,A,S513.CGR,513.CGR,,,8659
NMU   ,S513IA,S513,3,10,Home Signal,Clear,NMU,,A,S513.RGP,513.RGP,,,8660
NMU   ,S513IA,S513,3,9,Home Signal,Time Release,NMU,,A,S513.ASP,513.ASP,,,8661
NMU   ,S513IA,S513,3,8,Home Signal,Fleeting,NMU,,A,S513.AOR,513.AOR,,,8662
NMU   ,S513IA,S513,3,7,Home Signal,Approach Clear,NMU,,A,S513.CPBS,513.CPBS,,,8663
NMU   ,S513IA,S513,3,6,Home Signal,Route Set,NMU,,A,S513.RIP,513.RIP,,,8664
NMU   ,S515IA,S515,3,5,Home Signal,Stop,NMU,,A,S515.NGP,515.NGP,,,8665
NMU   ,S515IA,S515,3,4,Home Signal,Low Speed,NMU,,A,S515.CGR,515.CGR,,,8666
NMU   ,S515IA,S515,3,3,Home Signal,Clear,NMU,,A,S515.RGP,515.RGP,,,8667
NMU   ,S515IA,S515,3,2,Home Signal,Time Release,NMU,,A,S515.ASP,515.ASP,,,8668
NMU   ,S515IA,S515,3,1,Home Signal,Fleeting,NMU,,A,S515.AOR,515.AOR,,,8669
NMU   ,S515IA,S515,3,0,Home Signal,Approach Clear,NMU,,A,S515.CPBS,515.CPBS,,,8670
NMU   ,S515IA,S515,4,15,Home Signal,Route Set,NMU,,A,S515.RIP,515.RIP,,,8671
NMU   ,S517IA,S517,4,14,Home Signal,Stop,NMU,,A,S517.NGP,517.NGP,,,8672
NMU   ,S517IA,S517,4,13,Home Signal,Low Speed,NMU,,A,#NA,#NA,,,8673
NMU   ,S517IA,S517,4,12,Home Signal,Clear,NMU,,A,S517.RGP,517.RGP,,,8674
NMU   ,S517IA,S517,4,11,Home Signal,Time Release,NMU,,A,S517.ASP,517.ASP,,,8675
NMU   ,S517IA,S517,4,10,Home Signal,Fleeting,NMU,,A,S517.AOR,517.AOR,,,8676
NMU   ,S517IA,S517,4,9,Home Signal,Approach Clear,NMU,,A,#NA,#NA,,,8677
NMU   ,S517IA,S517,4,8,Home Signal,Route Set,NMU,,A,S517.RIP,517.RIP,,,8678
NMU   ,S537IA,S537,4,7,Home Signal,Stop,NMU,,A,S537.NGP,537.NGP,,,8679
NMU   ,S537IA,S537,4,6,Home Signal,Low Speed,NMU,,A,S537.CGR,537.CGR,,,8680
NMU   ,S537IA,S537,4,5,Home Signal,Clear,NMU,,A,S537.RGP,537.RGP,,,8681
NMU   ,S537IA,S537,4,4,Home Signal,Time Release,NMU,,A,S537.ASP,537.ASP,,,8682
NMU   ,S537IA,S537,4,3,Home Signal,Fleeting,NMU,,A,S537.AOR,537.AOR,,,8683
NMU   ,S537IA,S537,4,2,Home Signal,Approach Clear,NMU,,A,S537.CPBS,537.CPBS,,,8684
NMU   ,S537IA,S537,4,1,Home Signal,Route Set,NMU,,A,S537.RIP,537.RIP,,,8685
NMU   ,S540IA,S540,4,0,Home Signal,Stop,NMU,,A,S540.NGP,540.NGP,,,8686
NMU   ,S540IA,S540,5,15,Home Signal,Low Speed,NMU,,A,#NA,#NA,,,8687
NMU   ,S540IA,S540,5,14,Home Signal,Clear,NMU,,A,S540.RGP,540.RGP,,,8688
NMU   ,S540IA,S540,5,13,Home Signal,Time Release,NMU,,A,S540.ASP,540.ASP,,,8689
NMU   ,S540IA,S540,5,12,Home Signal,Fleeting,NMU,,A,S540.AOR,540.AOR,,,8690
NMU   ,S540IA,S540,5,11,Home Signal,Approach Clear,NMU,,A,#NA,#NA,,,8691
NMU   ,S540IA,S540,5,10,Home Signal,Route Set,NMU,,A,S540.RIP,540.RIP,,,8692
NMU   ,S542IA,S542,5,9,Home Signal,Stop,NMU,,A,S542.NGP,542.NGP,,,8693
NMU   ,S542IA,S542,5,8,Home Signal,Low Speed,NMU,,A,#NA,#NA,,,8694
NMU   ,S542IA,S542,5,7,Home Signal,Clear,NMU,,A,S542.RGP,542.RGP,,,8695
NMU   ,S542IA,S542,5,6,Home Signal,Time Release,NMU,,A,S542.ASP,542.ASP,,,8696
NMU   ,S542IA,S542,5,5,Home Signal,Fleeting,NMU,,A,S542.AOR,542.AOR,,,8697
NMU   ,S542IA,S542,5,4,Home Signal,Approach Clear,NMU,,A,#NA,#NA,,,8698
NMU   ,S542IA,S542,5,3,Home Signal,Route Set,NMU,,A,S542.RIP,542.RIP,,,8699
NMU   ,S551IA,S551,6,12,Home Signal,Stop,NMU,,A,S551.NGP,551.NGP,,,8706
NMU   ,S551IA,S551,6,11,Home Signal,Low Speed,NMU,,A,S551.CGR,551.CGR,,,8707
NMU   ,S551IA,S551,6,10,Home Signal,Clear,NMU,,A,S551.RGP,551.RGP,,,8708
NMU   ,S551IA,S551,6,9,Home Signal,Time Release,NMU,,A,S551.ASP,551.ASP,,,8709
NMU   ,S551IA,S551,6,8,Home Signal,Fleeting,NMU,,A,S551.AOR,551.AOR,,,8710
NMU   ,S551IA,S551,6,7,Home Signal,Approach Clear,NMU,,A,S551.CPBS,551.CPBS,,,8711
NMU   ,S551IA,S551,6,6,Home Signal,Route Set,NMU,,A,S551.RIP,551.RIP,,,8712
NMU   ,S552IA,S552,6,5,Home Signal,Stop,NMU,,A,S552.NGP,552.NGP,,,8713
NMU   ,S552IA,S552,6,4,Home Signal,Low Speed,NMU,,A,S552.CGR,552.CGR,,,8714
NMU   ,S552IA,S552,6,3,Home Signal,Clear,NMU,,A,S552.RGP,552.RGP,,,8715
NMU   ,S552IA,S552,6,2,Home Signal,Time Release,NMU,,A,S552.ASP,552.ASP,,,8716
NMU   ,S552IA,S552,6,1,Home Signal,Fleeting,NMU,,A,S552.AOR,552.AOR,,,8717
NMU   ,S552IA,S552,6,0,Home Signal,Approach Clear,NMU,,A,S552.CPBS,552.CPBS,,,8718
NMU   ,S552IA,S552,7,15,Home Signal,Route Set,NMU,,A,S552.RIP,552.RIP,,,8719
NMU   ,S553IA,S553,7,14,Controlled Auto Signal,Stop,NMU,,A,S553.NGP,553.NGP,,,8720
NMU   ,S553IA,S553,7,13,Controlled Auto Signal,Clear,NMU,,A,S553.RGP,553.RGP,,,8721
NMU   ,S553IA,S553,7,12,Controlled Auto Signal,Time Release,NMU,,A,S553.ASP,553.ASP,,,8722
NMU   ,S553IA,S553,7,11,Controlled Auto Signal,Fleeting,NMU,,A,S553.AOR,553.AOR,,,8723
NMU   ,S553IA,S553,7,10,Controlled Auto Signal,Approach Clear,NMU,,A,#NA,#NA,,,8724
NMU   ,S553IA,S553,7,9,Controlled Auto Signal,Route Set,NMU,,A,S553.RIP,553.RIP,,,8725
NMU   ,T400IA,T400,8,9,Track Circuit,Clear,NMU,,A,T400.TPK,400.TPK,,,8741
NMU   ,T401IA,T401,8,8,Track Circuit,Clear,NMU,,A,T401.TPK,401.TPK,,,8742
NMU   ,T404IA,T404,8,7,Track Circuit,Clear,NMU,,A,T404.TPK,404.TPK,,,8743
NMU   ,T410IA,T410,8,6,Track Circuit,Clear,NMU,,A,T410.TPK,410.TPK,,,8744
NMU   ,T413IA,T413,8,5,Track Circuit,Clear,NMU,,A,T413.TPK,413.TPK,,,8745
NMU   ,T417IA,T417,8,4,Track Circuit,Clear,NMU,,A,T417.TPK,417.TPK,,,8746
NMU   ,T440IA,T440,8,3,Track Circuit,Clear,NMU,,A,T440.TPK,440.TPK,,,8747
NMU   ,T442IA,T442,8,2,Track Circuit,Clear,NMU,,A,T442.TPK,442.TPK,,,8748
NMU   ,T450IA,T450,8,1,Track Circuit,Clear,NMU,,A,T450.TPK,450.TPK,,,8749
NMU   ,T471IA,T471,8,0,Track Circuit,Clear,NMU,,A,T471.TPK,471.TPK,,,8750
NMU   ,T473IA,T473,9,15,Track Circuit,Clear,NMU,,A,T473.TPK,473.TPK,,,8751
NMU   ,T481IA,T481,9,14,Track Circuit,Clear,NMU,,A,T481.TPK,481.TPK,,,8752
NMU   ,T500IA,T500,9,13,Track Circuit,Clear,NMU,,A,T500.TPK,500.TPK,,,8753
NMU   ,T508IA,T508,9,12,Approach Track Circuit,Clear,NMU,,A,T508.TPK,508.TPK,,,8754
NMU   ,T508IA,T508,9,11,Approach Track Circuit,Approaching,NMU,,A,T508.ARP,508.ARP,,,8755
NMU   ,T510IA,T510,9,10,Track Circuit,Clear,NMU,,A,T510.TPK,510.TPK,,,8756
NMU   ,T513IA,T513,9,9,Track Circuit,Clear,NMU,,A,T513.TPK,513.TPK,,,8757
NMU   ,T515IA,T515,9,8,Track Circuit,Clear,NMU,,A,T515.TPK,515.TPK,,,8758
NMU   ,T517IA,T517,9,7,Track Circuit,Clear,NMU,,A,T517.TPK,517.TPK,,,8759
NMU   ,T537IA,T537,9,6,Track Circuit,Clear,NMU,,A,T537.TPK,537.TPK,,,8760
NMU   ,T540IA,T540,9,5,Track Circuit,Clear,NMU,,A,T540.TPK,540.TPK,,,8761
NMU   ,T542IA,T542,9,4,Track Circuit,Clear,NMU,,A,T542.TPK,542.TPK,,,8762
NMU   ,T548IA,T548,9,3,Track Circuit,Clear,NMU,,A,T548.TPK,548.TPK,,,8763
NMU   ,T550IA,T550,9,2,Approach Track Circuit,Clear,NMU,,A,T550.TPK,550.TPK,,,8764
NMU   ,T550IA,T550,9,1,Approach Track Circuit,Approaching,NMU,,A,T550.ARP,550.ARP,,,8765
NMU   ,T551IA,T551,9,0,Track Circuit,Clear,NMU,,A,T551.TPK,551.TPK,,,8766
NMU   ,T552IA,T552,10,15,Track Circuit,Clear,NMU,,A,T552.TPK,552.TPK,,,8767
NMU   ,T553IA,T553,10,14,Track Circuit,Clear,NMU,,A,T553.TPK,553.TPK,,,8768
NMU   ,T593IA,T593,10,13,Track Circuit,Clear,NMU,,A,T593.TPK,593.TPK,,,8769
NMU   ,,,1,11,Not Used,,NMU,,A,# Not Used,# Not Used,,,8627
NMU   ,,,1,10,Not Used,,NMU,,A,# Not Used,# Not Used,,,8628
NMU   ,,,1,6,Not Used,,NMU,,A,# Not Used,# Not Used,,,8632
NMU   ,,,1,4,Not Used,,NMU,,A,# Not Used,# Not Used,,,8634
