#track name	x	y	length	speed
FSE/T662	46	1	109.80	11.00
BBH/T417	28	1	219.00	11.00
BBH/T419	27	1	136.00	11.00
SYR/TB088	42	1	277.80	8.00
SYR/T246	26	1	366.00	8.00
FSE/T753	48	1	52.00	7.00
FSE/T668	39	1	157.50	7.00
SYR/T247	50	1	195.10	8.00
FSE/P684D	46	1	64.00	10.00
FSE/T666	42	1	123.80	7.00
SYR/TB081	68	1	284.30	8.00
SYR/TD081	34	1	298.80	8.00
SYR/T251	49	1	291.20	8.00
SSN/T680	77	1	97.00	9.00
SYR/TF100	28	1	352.80	8.00
BBH/T429	24	1	334.60	11.00
FSE/T888	75	1	47.60	7.00
FSE/T670	38	1	102.00	7.00
BBH/T427	25	1	28.50	11.00
FSE/T884Y	84	1	76.40	10.00
BBH/T426	7	1	238.10	11.00
FSE/T672	41	1	98.80	11.00
BBH/T423	26	1	163.80	11.00
SYR/TB071	70	1	101.50	8.00
FSE/T679	33	1	109.00	7.00
SYR/TB072	44	1	183.00	8.00
BBH/T420	8	1	274.50	11.00
SYR/TB073	69	1	191.80	8.00
SYR/T210	29	1	324.30	8.00
SYR/T211	52	1	657.80	8.00
SSN/P603	76	1	34.00	17.00
SYR/TB069	71	1	62.50	8.00
SYR/TF132	25	1	259.20	8.00
SYR/TF200	18	1	273.00	8.00
BBH/T439	23	1	214.00	11.00
SYR/TF206	17	1	130.50	8.00
FSE/T874	72	1	103.00	7.00
CFD/P664U	4	1	100.00	23.00
SSS/T684	84	1	64.80	9.00
BBH/T430	6	1	30.50	11.00
SYR/TF308	7	1	326.00	8.00
BBH/T906	18	1	234.10	11.00
SSS/T683	79	1	98.40	9.00
FSE/T872	74	1	106.00	7.00
BBH/T908	17	1	57.00	11.00
SYR/T222	28	1	333.50	8.00
FSE/T871	48	1	93.90	7.00
SSS/T686	86	1	57.00	9.00
FSE/T870	79	1	265.80	7.00
FSE/P882U	82	1	33.00	10.00
BBH/T901	1	1	224.00	11.00
BBH/T902	21	1	317.00	11.00
FSE/P881	83	1	33.00	10.00
FSE/P883	52	1	45.90	10.00
FSA/T584	96	1	104.30	10.00
SYR/TF124	26	1	288.50	8.00
SYR/TF212	16	1	224.60	8.00
SYR/TD249	16	1	271.00	8.00
FSE/P672U	49	1	74.00	10.00
SYR/TF220	15	1	229.90	8.00
SYR/T078	43	1	201.90	8.00
SYR/P813D	41	1	968.00	13.00
SYR/T285	44	1	304.90	8.00
SYR/T286	22	1	359.00	8.00
SYR/T277	45	1	299.50	8.00
SHM/T531	12	1	154.00	7.00
SYR/TD107	31	1	272.20	8.00
SHM/T537	10	1	320.20	7.00
SYR/T187	55	1	50.60	8.00
SHM/T533	11	1	43.00	7.00
SYR/T180	34	1	181.80	8.00
SYR/TD237	18	1	107.60	8.00
SHM/P813D	6	1	79.00	19.00
SSN/P604D	75	1	26.00	17.00
SYR/TF230	14	1	305.10	8.00
SYR/T188	33	1	236.40	8.00
CFD/P624U	7	1	30.00	23.00
SYR/T189	54	1	340.50	8.00
SYR/T292	21	1	165.50	8.00
CFD/P647D	4	1	17.00	23.00
CFD/P604D	8	1	80.00	18.00
SYR/T295	43	1	337.10	8.00
SYR/P813U	18	1	1083.00	12.00
SYR/T190	32	1	33.50	8.00
FSE/T798	40	1	95.20	11.00
SSS/T706X	80	1	57.80	9.00
FSE/T799	42	1	125.10	11.00
CFD/P624D	5	1	22.00	18.00
SYR/TD241	17	1	228.00	8.00
SHM/T549	8	1	244.90	7.00
CFD/T624X	6	1	265.00	13.00
CFD/P604U	9	1	110.00	13.00
CFD/P647U	3	1	62.00	23.00
SYR/T192	31	1	131.00	8.00
SHM/T545	9	1	168.40	7.00
SYR/T199	53	1	327.70	8.00
SYR/TF242	13	1	343.60	8.00
MUL/T608	68	1	75.00	10.00
MUL/T604	69	1	115.00	10.00
SYR/T263	48	1	191.60	8.00
FSA/P651D	93	1	28.70	14.00
SYR/T258	25	1	420.30	8.00
FSE/T787	35	1	94.50	7.00
MUL/T602	70	1	246.20	10.00
SYR/TD271	14	1	445.10	8.00
MUL/T600	71	1	124.00	10.00
CFD/T702	10	1	250.00	8.00
SYR/TD259	15	1	369.10	8.00
SYR/TF252	12	1	341.00	8.00
SYR/T274	23	1	173.00	8.00
SYR/T275	46	1	35.00	8.00
FSA/T685	87	1	165.80	9.00
SYR/T270	24	1	329.40	8.00
FSA/T688	88	1	62.50	9.00
FSA/T687	89	1	161.00	9.00
SYR/T269	47	1	196.00	8.00
FSE/T776	41	1	98.40	7.00
FSE/T772	52	1	129.40	7.00
FSE/T774	47	1	107.00	7.00
FSE/T770	53	1	145.80	7.00
SYR/TB114	40	1	444.50	8.00
SYR/TD153	27	1	240.00	8.00
BBH/P809U	19	1	124.50	14.00
FSE/T881X	81	1	48.90	10.00
SYR/TB117	64	1	414.00	8.00
SYR/TF088	29	1	208.70	8.00
SYR/TD201	22	1	366.00	8.00
SYR/TF262	11	1	281.80	8.00
MUL/T629	59	1	103.00	10.00
SYR/TF080	30	1	169.30	8.00
BBH/T387	33	1	26.00	11.00
MUL/T620	63	1	68.90	10.00
SYR/T141	62	1	312.00	8.00
BBH/T389	32	1	234.00	11.00
SYR/T142	38	1	521.80	8.00
BBH/T388	11	1	82.00	11.00
BBH/T383	34	1	218.00	11.00
MUL/T623	60	1	95.00	10.00
BBH/T384	12	1	218.00	11.00
SYR/TB124	39	1	304.20	8.00
FSB/T859	57	1	139.90	7.00
FSE/P676	40	1	126.40	11.00
SYR/TD145	28	1	256.00	8.00
SYR/TF192	19	1	440.50	8.00
MUL/T615	65	1	96.50	10.00
CFD/T665	5	1	250.00	8.00
FSE/P887U	76	1	57.30	11.00
SYR/TF276	10	1	459.90	8.00
FSE/T750X	51	1	68.50	10.00
MUL/T617	64	1	89.70	10.00
SYR/T154	23	1	468.90	8.00
SYR/T151	61	1	159.00	8.00
MUL/T611	66	1	91.10	10.00
BBH/T395	31	1	164.10	11.00
CFD/T667	6	1	340.00	8.00
MUL/T612	67	1	92.00	10.00
FSB/T861	55	1	199.20	7.00
FSE/P887D	46	1	137.50	11.00
BBH/T499	14	1	380.30	11.00
SYR/TB131	63	1	326.50	8.00
BBH/T497	15	1	194.90	11.00
SYR/TD131	29	1	423.90	8.00
SYR/T158	37	1	471.00	8.00
FSE/P674U	45	1	123.00	10.00
SYR/TD225	20	1	175.00	8.00
SYR/T157	60	1	333.70	8.00
MUL/T649	50	1	88.90	10.00
SYR/TF288	9	1	316.50	8.00
MUL/T646	54	1	142.20	10.00
MUL/T645	51	1	91.40	10.00
BBH/T363	36	1	172.00	11.00
MUL/T644	55	1	81.00	10.00
FSB/P857	59	1	46.40	11.00
SYR/TD231	19	1	238.60	8.00
SHM/T515	13	1	372.00	7.00
BBH/T369	35	1	309.00	11.00
BBH/T368	14	1	350.00	11.00
SYR/TB107	65	1	273.10	8.00
FSE/P689U	36	1	34.50	14.00
SYR/TF076	31	1	123.40	8.00
SYR/TB100	41	1	350.20	8.00
SYR/T169	58	1	150.30	8.00
SYR/TF296	8	1	241.30	8.00
SYR/T167	59	1	27.00	8.00
SYR/TD213	21	1	355.80	8.00
BBH/T380	13	1	314.00	11.00
MUL/T636	61	1	103.00	10.00
SYR/TF072	32	1	166.40	8.00
MUL/T637	56	1	236.80	10.00
SHM/T806	1	1	160.00	11.00
FSE/P689D	77	1	57.30	14.00
MUL/T635	58	1	223.00	10.00
SYR/T175	56	1	325.10	8.00
SSN/T601	72	1	200.00	10.00
SSN/T704	74	1	27.00	10.00
MUL/T791	62	1	166.60	10.00
MUL/T790	57	1	87.60	10.00
SYR/T173	57	1	76.80	8.00
SYR/T174	35	1	176.70	8.00
SSS/P607	81	1	27.50	14.00
SHM/T906	2	1	37.90	11.00
SSN/T702	73	1	143.00	10.00
SHM/T905	7	1	21.80	7.00
SYR/TD117	30	1	410.50	8.00
SHM/T908	3	1	43.50	11.00

