#track name	x	y	length	speed
SYR/TB071	70	1	101.50	8.00
FSE/T679	27	1	109.00	7.00
SYR/TB072	43	1	183.00	8.00
BBH/T420	7	1	274.50	11.00
SYR/TB073	69	1	191.80	8.00
SYR/T210	28	1	324.30	8.00
SYR/T211	52	1	657.80	8.00
SSN/P603	70	1	34.00	17.00
SYR/TB069	71	1	62.50	8.00
SYR/TF132	19	1	259.20	8.00
SYR/TF200	12	1	273.00	8.00
BBH/T439	23	1	214.00	11.00
SYR/TF206	11	1	130.50	8.00
FSE/T874	72	1	103.00	7.00
SSS/T684	78	1	64.80	9.00
BBH/T430	5	1	30.50	11.00
SYR/TF308	1	1	326.00	8.00
BBH/T906	18	1	234.10	11.00
SSS/T683	73	1	98.40	9.00
FSE/T872	74	1	106.00	7.00
BBH/T908	17	1	57.00	11.00
SYR/T222	27	1	333.50	8.00
SSS/T686	80	1	57.00	9.00
FSE/T871	47	1	93.90	7.00
FSE/T870	79	1	265.80	7.00
BBH/T902	21	1	317.00	11.00
FSE/P883	51	1	45.90	10.00
SYR/TF124	20	1	288.50	8.00
FSA/T584	90	1	104.30	10.00
SYR/TF212	10	1	224.60	8.00
SYR/TD249	16	1	271.00	8.00
SYR/TF220	9	1	229.90	8.00
SYR/T078	42	1	201.90	8.00
SYR/P813D	41	1	968.00	13.00
SYR/T285	44	1	304.90	8.00
SYR/T286	21	1	359.00	8.00
SYR/T277	45	1	299.50	8.00
SHM/T531	12	1	154.00	7.00
SYR/TD107	31	1	272.20	8.00
SHM/T537	10	1	320.20	7.00
SYR/T187	55	1	50.60	8.00
SHM/T533	11	1	43.00	7.00
SYR/T180	33	1	181.80	8.00
SYR/TD237	18	1	107.60	8.00
SHM/P813D	6	1	79.00	19.00
SSN/P604D	69	1	26.00	17.00
SYR/TF230	8	1	305.10	8.00
SYR/T188	32	1	236.40	8.00
CFD/P624U	7	1	30.00	23.00
SYR/T189	54	1	340.50	8.00
SYR/T292	20	1	165.50	8.00
CFD/P647D	4	1	17.00	23.00
CFD/P604D	8	1	80.00	18.00
SYR/T295	43	1	337.10	8.00
SYR/P813U	17	1	1083.00	12.00
SYR/T190	31	1	33.50	8.00
FSE/T798	34	1	95.20	11.00
SSS/T706X	74	1	57.80	9.00
FSE/T799	36	1	125.10	11.00
CFD/P624D	5	1	22.00	18.00
SYR/TD241	17	1	228.00	8.00
SHM/T549	8	1	244.90	7.00
CFD/T624X	6	1	265.00	13.00
CFD/P604U	9	1	110.00	13.00
SYR/T192	30	1	131.00	8.00
SHM/T545	9	1	168.40	7.00
SYR/T199	53	1	327.70	8.00
SYR/TF242	7	1	343.60	8.00
MUL/T608	62	1	75.00	10.00
MUL/T604	63	1	115.00	10.00
SYR/T263	48	1	191.60	8.00
FSA/P651D	87	1	28.70	14.00
SYR/T258	24	1	420.30	8.00
FSE/T787	29	1	94.50	7.00
MUL/T602	64	1	246.20	10.00
SYR/TD271	14	1	445.10	8.00
MUL/T600	65	1	124.00	10.00
CFD/T702	10	1	250.00	8.00
SYR/TD259	15	1	369.10	8.00
SYR/TF252	6	1	341.00	8.00
SYR/T274	22	1	173.00	8.00
SYR/T275	46	1	35.00	8.00
FSA/T685	81	1	165.80	9.00
SYR/T270	23	1	329.40	8.00
FSA/T688	82	1	62.50	9.00
FSA/T687	83	1	161.00	9.00
SYR/T269	47	1	196.00	8.00
FSE/T776	41	1	98.40	7.00
SYR/TB114	39	1	444.50	8.00
SYR/TD153	27	1	240.00	8.00
BBH/P809U	19	1	124.50	14.00
SYR/TB117	64	1	414.00	8.00
SYR/TF088	23	1	208.70	8.00
SYR/TD201	22	1	366.00	8.00
SYR/TF262	5	1	281.80	8.00
MUL/T629	53	1	103.00	10.00
SYR/TF080	24	1	169.30	8.00
MUL/T620	57	1	68.90	10.00
BBH/T387	33	1	26.00	11.00
SYR/T141	62	1	312.00	8.00
BBH/T389	32	1	234.00	11.00
SYR/T142	37	1	521.80	8.00
BBH/T388	10	1	82.00	11.00
BBH/T383	34	1	218.00	11.00
MUL/T623	54	1	95.00	10.00
BBH/T384	11	1	218.00	11.00
SYR/TB124	38	1	304.20	8.00
FSB/T859	56	1	139.90	7.00
SYR/TD145	28	1	256.00	8.00
FSE/P676	40	1	126.40	11.00
SYR/TF192	13	1	440.50	8.00
MUL/T615	59	1	96.50	10.00
FSE/P887U	76	1	57.30	11.00
SYR/TF276	4	1	459.90	8.00
MUL/T617	58	1	89.70	10.00
SYR/T154	17	1	468.90	8.00
SYR/T151	61	1	159.00	8.00
MUL/T611	60	1	91.10	10.00
BBH/T395	31	1	164.10	11.00
MUL/T612	61	1	92.00	10.00
FSB/T861	54	1	199.20	7.00
FSE/P887D	45	1	137.50	11.00
BBH/T499	14	1	380.30	11.00
SYR/TB131	63	1	326.50	8.00
BBH/T497	15	1	194.90	11.00
SYR/TD131	29	1	423.90	8.00
SYR/T158	36	1	471.00	8.00
SYR/TD225	20	1	175.00	8.00
SYR/T157	60	1	333.70	8.00
MUL/T649	44	1	88.90	10.00
SYR/TF288	3	1	316.50	8.00
MUL/T646	48	1	142.20	10.00
MUL/T645	45	1	91.40	10.00
BBH/T363	36	1	172.00	11.00
MUL/T644	49	1	81.00	10.00
FSB/P857	58	1	46.40	11.00
SYR/TD231	19	1	238.60	8.00
SHM/T515	13	1	372.00	7.00
BBH/T369	35	1	309.00	11.00
BBH/T368	13	1	350.00	11.00
SYR/TB107	65	1	273.10	8.00
FSE/P689U	30	1	34.50	14.00
SYR/TF076	25	1	123.40	8.00
SYR/TB100	40	1	350.20	8.00
SYR/T169	58	1	150.30	8.00
SYR/TF296	2	1	241.30	8.00
SYR/T167	59	1	27.00	8.00
SYR/TD213	21	1	355.80	8.00
BBH/T380	12	1	314.00	11.00
MUL/T636	55	1	103.00	10.00
SYR/TF072	26	1	166.40	8.00
MUL/T637	50	1	236.80	10.00
SHM/T806	1	1	160.00	11.00
FSE/P689D	77	1	57.30	14.00
MUL/T635	52	1	223.00	10.00
SYR/T175	56	1	325.10	8.00
SSN/T601	66	1	200.00	10.00
SSN/T704	68	1	27.00	10.00
MUL/T791	56	1	166.60	10.00
MUL/T790	51	1	87.60	10.00
SYR/T173	57	1	76.80	8.00
SYR/T174	34	1	176.70	8.00
SSS/P607	75	1	27.50	14.00
SHM/T906	2	1	37.90	11.00
SSN/T702	67	1	143.00	10.00
SHM/T905	7	1	21.80	7.00
SYR/TD117	30	1	410.50	8.00
SHM/T908	3	1	43.50	11.00

