TPS Name,TCMS Name,In Railway Data,Platform Label,Platform Number,Type,Preferred,Station Code,,,
X03CAR,CARS05,F,S05,05,R,F,CAR,,,
X03CAR,CARS06,F,S06,06,R,F,CAR,,,
X03CBE,CBESDG,F,SDG,03,R,T,CBE,,,
X03CBE,CBES01,F,S01,01,R,F,CBE,,,
X03CBE,CBES02,F,S02,02,R,F,CBE,,,
X03CBE,CBES03,F,S03,03,R,F,CBE,,,
X03CBE,CBES04,F,S04,04,R,F,CBE,,,
X03CBE,CBES05,F,S05,05,R,F,CBE,,,
X03CBE,CBES06,F,S06,06,R,F,CBE,,,
X03CGB,CGBSDG,F,SDG,03,R,T,CGB,,,
X03CGB,CGBS01,F,S01,01,R,F,CGB,,,
X03CGB,CGBS02,F,S02,02,R,F,CGB,,,
X03CGB,CGBS03,F,S03,03,R,F,CGB,,,
X03CGB,CGBS04,F,S04,04,R,F,CGB,,,
X03CGB,CGBS05,F,S05,05,R,F,CGB,,,
X03CGB,CGBS06,F,S06,06,R,F,CGB,,,
X03CGB,CGBS07,F,S07,07,R,F,CGB,,,
X03CGB,CGBS08,F,S08,08,R,F,CGB,,,
X03CGB,CGBS09,F,S09,09,R,F,CGB,,,
X03CGB,CGBS10,F,S10,03,R,F,CGB,,,
X03CGB,CGBS11,F,S11,03,R,F,CGB,,,
X03CGB,CGBS12,F,S12,03,R,F,CGB,,,
X03ELT,ELTSDG,F,SDG,03,R,T,ELT,,,
X03ELT,ELTS02,F,S02,02,R,F,ELT,,,
X03ELT,ELTS04,F,S04,04,R,F,ELT,,,
X03ELT,ELTS05,F,S05,05,R,F,ELT,,,
X03EPP,EPPSDG,T,SDG,03,R,T,EPP,,,
X03EPP,EPPS03,T,S03,03,R,F,EPP,,,
X03EPP,EPPS04,T,S04,03,R,F,EPP,,,
X03EPP,EPPS05,T,S05,03,R,F,EPP,,,
X03EPP,EPPS06,T,S06,03,R,F,EPP,,,
X03EPP,EPPS07,T,S07,03,R,F,EPP,,,
X03EPP,EPPS08,T,S08,03,R,F,EPP,,,
X03EPP,EPPS09,T,S09,03,R,F,EPP,,,
X03EPP,EPPS10,T,S10,03,R,F,EPP,,,
X03EPP,EPPS11,T,S11,03,R,F,EPP,,,
X03EPP,EPPS12,T,S12,03,R,F,EPP,,,
X03EPP,EPPS13,T,S13,03,R,F,EPP,,,
X03EPP,EPPS14,T,S14,03,R,F,EPP,,,
X03EPP,EPPS15,T,S15,03,R,F,EPP,,,
X03EPP,EPPS16,T,S16,03,R,F,EPP,,,
X03EPP,EPPS18,T,S18,03,R,F,EPP,,,
X03EPP,EPPS19,T,S19,03,R,F,EPP,,,
X03EPP,EPPS20,T,S20,03,R,F,EPP,,,
X03EPP,EPPS21,T,S21,03,R,F,EPP,,,
X03EPP,EPPS22,T,S22,03,R,F,EPP,,,
X03EPP,EPPS23,T,S23,03,R,F,EPP,,,
X03EPP,EPPS24,T,S24,03,R,F,EPP,,,
X03EPP,EPPS25,T,S25,03,R,F,EPP,,,
X03FKN,FKNSDG,F,SDG,03,R,T,FKN,,,
X03FKN,FKNS03,F,S03,03,R,F,FKN,,,
X03FKN,FKNS04,F,S04,03,R,F,FKN,,,
X03FKN,FKNS05,F,S05,03,R,F,FKN,,,
X03FKN,FKNS06,F,S06,03,R,F,FKN,,,
X03FKN,FKNS0A,F,S0A,03,R,F,FKN,,,
X03FKN,FKNS0B,F,S0B,03,R,F,FKN,,,
X03FKN,FKNS0C,F,S0C,03,R,F,FKN,,,
X03GWY,GWYSDG,F,SDG,03,R,T,GWY,,,
X03GWY,GWYS03,F,S03,03,R,F,GWY,,,
X03GWY,GWYS04,F,S04,03,R,F,GWY,,,
X03GWY,GWYS05,F,S05,03,R,F,GWY,,,
X03LIL,LILSDG,F,SDG,03,R,T,LIL,,,
X03LIL,LILS03,F,S03,03,R,F,LIL,,,
X03LIL,LILS04,F,S04,03,R,F,LIL,,,
X03LIL,LILS0A,F,S0A,03,R,F,LIL,,,
X03LIL,LILS0B,F,S0B,03,R,F,LIL,,,
X03LIL,LILS0C,F,S0C,03,R,F,LIL,,,
X03LIL,LILS0D,F,S0D,03,R,F,LIL,,,
X03LIL,LILS0E,F,S0E,03,R,F,LIL,,,
X03MCH,MCHSDG,F,SDG,03,R,T,MCH,,,
X03MCH,MCHS0A,F,S0A,03,R,F,MCH,,,
X03MOR,MORSDG,F,SDG,03,R,T,MOR,,,
X03MOR,MORS03,F,S03,03,R,F,MOR,,,
X03MOR,MORS04,F,S04,03,R,F,MOR,,,
X03MOR,MORS05,F,S05,03,R,F,MOR,,,
X03MOR,MORS06,F,S06,03,R,F,MOR,,,
X03MSS,MSSSDG,F,SDG,03,R,T,MSS,,,
X03MSS,MSSS01,F,S01,03,R,F,MSS,,,
X03MSS,MSSS02,F,S02,04,R,F,MSS,,,
X03MSS,MSSS03,F,S03,05,R,F,MSS,,,
X03MSS,MSSS04,F,S04,06,R,F,MSS,,,
X03MSS,MSSS05,F,S05,07,R,F,MSS,,,
X03MSS,MSSS06,F,S06,08,R,F,MSS,,,
X03MSS,MSSS07,F,S07,09,R,F,MSS,,,
X03NPT,NPTSDG,F,SDG,03,R,T,NPT,,,
X03NPT,NPTS01,F,S01,03,R,F,NPT,,,
X03NPT,NPTS02,F,S02,03,R,F,NPT,,,
X03NPT,NPTSGX,F,SGX,03,R,F,NPT,,,
X03PKM,PKMSDG,F,SDG,03,R,T,PKM,,,
X03PKM,PKMS03,F,S03,03,R,F,PKM,,,
X03PKM,PKMS04,F,S04,03,R,F,PKM,,,
X03PKM,PKMS05,F,S05,03,R,F,PKM,,,
X03RCE,RCESDG,F,SDG,03,R,T,RCE,,,
X03RCE,RCES02,F,S02,03,R,F,RCE,,,
X03RCE,RCES03,F,S03,03,R,F,RCE,,,
X03SPG,SPGSDG,F,SDG,03,R,T,SPG,,,
X03SPG,SPGS0B,F,S0B,03,R,F,SPG,,,
X03UFG,UFGSDG,F,SDG,03,R,T,UFG,,,
X03UFG,UFGS03,F,S03,03,R,F,UFG,,,
X03UFG,UFGS04,F,S04,03,R,F,UFG,,,
X03UFG,UFGS0C,F,S0C,03,R,F,UFG,,,
X03UFG,UFGSA1,F,SA1,03,R,F,UFG,,,
X03UFG,UFGSA2,F,SA2,03,R,F,UFG,,,
X03UFG,UFGSB1,F,SB1,03,R,F,UFG,,,
X03UFG,UFGSB2,F,SB2,03,R,F,UFG,,,
X03VPK,VPKSDG,T,SDG,03,R,T,VPK,,,
X03VPK,VPKS0A,T,S0A,03,R,F,VPK,,,
X04BBH,BBHSDG,T,SDG,04,R,T,BBH,,,
X04BBH,BBHS0A,T,S0A,04,R,F,BBH,,,
X04BBH,BBHS0B,T,S0B,04,R,F,BBH,,,
X04CAM,CAMSDG,F,SDG,04,R,T,CAM,,,
X04CAM,CAMS0A,F,S0A,04,R,F,CAM,,,
X04CAM,CAMS0B,F,S0B,04,R,F,CAM,,,
X04CAM,CAMS0C,F,S0C,04,R,F,CAM,,,
X04CAM,CAMS0D,F,S0D,04,R,F,CAM,,,
X04CAM,CAMS0E,F,S0E,04,R,F,CAM,,,
X04CFD,CFDSDG,T,SDG,04,R,T,CFD,,,
X04CFD,CFDS0A,T,S0A,04,R,F,CFD,,,
X04CFD,CFDSTG,T,STG,04,R,F,CFD,,,
X04CFD,CFDSWK,T,SWK,04,R,F,CFD,,,
X04DNG,DNGSDG,F,SDG,04,R,T,DNG,,,
X04DNG,DNGS01,F,S01,01,R,F,DNG,,,
X04DNG,DNGS02,F,S02,02,R,F,DNG,,,
X04DNG,DNGS03,F,S03,03,R,F,DNG,,,
X04DNG,DNGS04,F,S04,04,R,F,DNG,,,
X04DNG,DNGS05,F,S05,05,R,F,DNG,,,
X04DNG,DNGS06,F,S06,06,R,F,DNG,,,
X04DNG,DNGS07,F,S07,07,R,F,DNG,,,
X04DNG,DNGS08,F,S08,08,R,F,DNG,,,
X04DNG,DNGS09,F,S09,09,R,F,DNG,,,
X04DNG,DNGS10,F,S10,10,R,F,DNG,,,
X04MCD,MCDSDG,T,SDG,04,R,T,MCD,,,
X04MCD,MCDS04,T,S04,04,R,F,MCD,,,
X04MCD,MCDS05,T,S05,04,R,F,MCD,,,
X04MCD,MCDS06,T,S06,04,R,F,MCD,,,
X04NPT,NPSSDG,F,SDG,04,R,T,NPT,,,
X04OAK,OAKSDG,F,SDG,04,R,T,OAK,,,
X04OAK,OAKS0B,F,S0B,04,R,F,OAK,,,
X04OAK,OAKS0C,F,S0C,04,R,F,OAK,,,
X04RWD,RWDSDG,F,SDG,04,R,T,RWD,,,
X04RWD,RWDS01,F,S01,04,R,F,RWD,,,
X04RWD,RWDS02,F,S02,04,R,F,RWD,,,
X04RWD,RWDS03,F,S03,04,R,F,RWD,,,
X04RWD,RWDS04,F,S04,04,R,F,RWD,,,
X04RWD,RWDS05,F,S05,04,R,F,RWD,,,
X04RWD,RWDS06,F,S06,04,R,F,RWD,,,
X04SAB,SABSDG,F,SDG,04,R,T,SAB,,,
X04SAB,SABS0A,F,S0A,04,R,F,SAB,,,
X04SAB,SABS0B,F,S0B,04,R,F,SAB,,,
X04SDM,SDMSDG,F,SDG,04,R,T,SDM,,,
X04SDM,SDMS0A,F,S0A,04,R,F,SDM,,,
X04SDM,SDMS0B,F,S0B,04,R,F,SDM,,,
X04SUN,SUNSDG,T,SDG,04,R,T,SUN,,,
X04SUN,SUNS0B,T,S0B,04,R,F,SUN,,,
X07NME,NMSSDG,T,SDG,07,R,T,NME,,,
X07NME,NMSS01,T,S01,07,R,F,NME,,,
X07NME,NMSS02,T,S02,07,R,F,NME,,,
X07NME,NMSS03,T,S03,07,R,F,NME,,,
X07NME,NMSS04,T,S04,07,R,F,NME,,,
X07NME,NMSS05,T,S05,07,R,F,NME,,,
X07NME,NMSS06,T,S06,07,R,F,NME,,,
X07NME,NMSS07,T,S07,07,R,F,NME,,,
X07NME,NMSS08,T,S08,07,R,F,NME,,,
X09FSS,FSS09A,T,9A,09,R,T,FSS,,,
X10SSS,SSS10A,T,10A,10,R,T,SSS,,,
N01ARD,ARD001,F,01,01,P,T,ARD,,,
N01ART,ART001,F,01,01,P,T,ART,,,
N01BAL,BAL001,F,01,01,P,T,BAL,,,
N01BDE,BDE001,F,01,01,P,T,BDE,,,
N01BDG,BDG001,F,01,01,P,T,BDG,,,
N01BET,BET001,F,01,01,P,T,BET,,,
N01BGA,BGA001,F,01,01,P,T,BGA,,,
N01BLN,BLN001,F,01,01,P,T,BLN,,,
N01BMH,BMH001,F,01,01,P,T,BMH,,,
N01BRF,BRF001,F,01,01,P,T,BRF,,,
N01BYP,BYP001,F,01,01,P,T,BYP,,,
N01CKF,CKF001,F,01,01,P,T,CKF,,,
N01CLC,CLC001,F,01,01,P,T,CLC,,,
N01CME,CME001,F,01,01,P,T,CME,,,
N01CPD,CPD001,F,01,01,P,T,CPD,,,
N01CPT,CPT001,F,01,01,P,T,CPT,,,
N01CRO,CRO001,F,01,01,P,T,CRO,,,
N01DBK,DBK001,F,01,01,P,T,DBK,,,
N01DGE,DGE001,F,01,01,P,T,DGE,,,
N01DNU,DNU001,F,01,01,P,T,DNU,,,
N01DRN,DRN001,F,01,01,P,T,DRN,,,
N01DRT,DRT001,F,01,01,P,T,DRT,,,
N01ECH,ECH001,F,01,01,P,T,ECH,,,
N01EHK,EHK001,F,01,01,P,T,EHK,,,
N01ELM,ELM001,F,01,01,P,T,ELM,,,
N01GFD,GFD001,F,01,01,P,T,GFD,,,
N01GLG,GLG001,F,01,01,P,T,GLG,,,
N01GMH,GMH001,F,01,01,P,T,GMH,,,
N01GSB,GSB001,F,01,01,P,T,GSB,,,
N01HCJ,HCJ001,F,01,01,P,T,HCJ,,,
N01KFT,KFT001,F,01,01,P,T,KFT,,,
N01KME,KME001,F,01,01,P,T,KME,,,
N01KNT,KNT001,F,01,01,P,T,KNT,,,
N01KRG,KRG001,F,01,01,P,T,KRG,,,
N01LAR,LAR001,F,01,01,P,T,LAR,,,
N01LRR,LRR001,F,01,01,P,T,LRR,,,
N01LWA,LWA001,F,01,01,P,T,LWA,,,
N01LWY,LWY001,F,01,01,P,T,LWY,,,
N01MBY,MBY001,F,01,01,P,T,MBY,,,
N01MDN,MDN001,F,01,01,P,T,MDN,,,
N01MEL,MEL001,F,01,01,P,T,MEL,,,
N01MOE,MOE001,F,01,01,P,T,MOE,,,
N01MRO,MRO001,F,01,01,P,T,MRO,,,
N01MRP,MRP001,F,01,01,P,T,MRP,,,
N01MST,MST001,F,01,01,P,T,MST,,,
N01MWL,MWL001,F,01,01,P,T,MWL,,,
N01NGE,NGE001,F,01,01,P,T,NGE,,,
N01NGL,NGL001,F,01,01,P,T,NGL,,,
N01NMS,NMS001,F,01,01,P,T,NMS,,,
N01NNG,NNG001,F,01,01,P,T,NNG,,,
N01NPS,NPS001,F,01,01,P,T,NPS,,,
N01NSH,NSH001,F,01,01,P,T,NSH,,,
N01PWN,PWN001,F,01,01,P,T,PWN,,,
N01PYM,PYM001,F,01,01,P,T,PYM,,,
N01RBK,RBK001,F,01,01,P,T,RBK,,,
N01RDC,RDC001,F,01,01,P,T,RDC,,,
N01RDL,RDL001,F,01,01,P,T,RDL,,,
N01ROC,ROC001,F,01,01,P,T,ROC,,,
N01RPW,RPW001,F,01,01,P,T,RPW,,,
N01SAL,SAL001,F,01,01,P,T,SAL,,,
N01SBY,SBY001,F,01,01,P,T,SBY,,,
N01SEY,SEY001,F,01,01,P,T,SEY,,,
N01SGL,SGL001,F,01,01,P,T,SGL,,,
N01SHP,SHP001,F,01,01,P,T,SHP,,,
N01SSS,SSS001,F,01,01,P,T,SSS,,,
N01STD,STD001,F,01,01,P,T,STD,,,
N01STY,STY001,F,01,01,P,T,STY,,,
N01SVE,SVE001,F,01,01,P,T,SVE,,,
N01SWH,SWH001,F,01,01,P,T,SWH,,,
N01TAB,TAB001,F,01,01,P,T,TAB,,,
N01TAR,TAR001,F,01,01,P,T,TAR,,,
N01TER,TER001,F,01,01,P,T,TER,,,
N01TFG,TFG001,F,01,01,P,T,TFG,,,
N01TRG,TRG001,F,01,01,P,T,TRG,,,
N01TYN,TYN001,F,01,01,P,T,TYN,,,
N01WDG,WDG001,F,01,01,P,T,WDG,,,
N01WED,WED001,F,01,01,P,T,WED,,,
N01WLN,WLN001,F,01,01,P,T,WLN,,,
N01WLS,WLS001,F,01,01,P,T,WLS,,,
N01WNB,WNB001,F,01,01,P,T,WNB,,,
N01WRG,WRG001,F,01,01,P,T,WRG,,,
N01YAG,YAG001,F,01,01,P,T,YAG,,,
N02ARD,ARD002,F,02,02,P,T,ARD,,,
N02BRF,BRF002,F,02,02,P,T,BRF,,,
N02CKF,CKF002,F,02,02,P,T,CKF,,,
N02CME,CME002,F,02,02,P,T,CME,,,
N02CRO,CRO002,F,02,02,P,T,CRO,,,
N02DBK,DBK002,F,02,02,P,T,DBK,,,
N02DNU,DNU002,F,02,02,P,T,DNU,,,
N02DPW,DPW002,F,02,02,P,T,DPW,,,
N02DRN,DRN002,F,02,02,P,T,DRN,,,
N02DRT,DRT002,F,02,02,P,T,DRT,,,
N02GFD,GFD002,F,02,02,P,T,GFD,,,
N02GMH,GMH002,F,02,02,P,T,GMH,,,
N02GSB,GSB002,F,02,02,P,T,GSB,,,
N02HCJ,HCJ002,F,02,02,P,T,HCJ,,,
N02KFT,KFT002,F,02,02,P,T,KFT,,,
N02KME,KME002,F,02,02,P,T,KME,,,
N02KNT,KNT002,F,02,02,P,T,KNT,,,
N02LAR,LAR002,F,02,02,P,T,LAR,,,
N02LRR,LRR002,F,02,02,P,T,LRR,,,
N02MBY,MBY002,F,02,02,P,T,MBY,,,
N02MDN,MDN002,F,02,02,P,T,MDN,,,
N02NGL,NGL002,F,02,02,P,T,NGL,,,
N02NNG,NNG002,F,02,02,P,T,NNG,,,
N02NSH,NSH002,F,02,02,P,T,NSH,,,
N02RDC,RDC002,F,02,02,P,T,RDC,,,
N02RPW,RPW002,F,02,02,P,T,RPW,,,
N02SBY,SBY002,F,02,02,P,T,SBY,,,
N02SSS,SSS002,F,02,02,P,T,SSS,,,
N02TAR,TAR002,F,02,02,P,T,TAR,,,
N02TFG,TFG002,F,02,02,P,T,TFG,,,
N02TYN,TYN002,F,02,02,P,T,TYN,,,
N02WDG,WDG002,F,02,02,P,T,WDG,,,
N02WED,WED002,F,02,02,P,T,WED,,,
N02WLN,WLN002,F,02,02,P,T,WLN,,,
N02YAG,YAG002,F,02,02,P,T,YAG,,,
N03BAY,BAY003,F,03,03,P,T,BAY,,,
N03SSS,SSS003,F,03,03,P,T,SSS,,,
N03UFG,UFG003,F,03,03,P,T,UFG,,,
N04CFD,CFD004,F,04,04,P,T,CFD,,,
N04SSS,SSS004,F,04,04,P,T,SSS,,,
N05SSS,SSS005,F,05,05,P,T,SSS,,,
N06SSS,SSS006,F,06,06,P,T,SSS,,,
N07SSS,SSS007,F,07,07,P,T,SSS,,,
X01ALJ,ALJ01A,F,01A,01,R,T,ALJ,,,
X01AST,AST01A,F,01A,01,R,T,AST,,,
X01LJC,LJC01A,F,01A,01,R,T,LJC,,,
X01WST,WST01A,F,01A,01,R,T,WST,,,
X02ALJ,ALJ02A,F,02A,02,R,T,ALJ,,,
X03SKN,SKN03A,F,03A,03,R,T,SKN,,,
X06SSS,SSS06A,F,06A,06,R,T,SSS,,,
X08SSS,SSS08A,F,08A,08,R,T,SSS,,,
N01AVE,AVE001,F,01,01,P,T,AVE,,,
N01EUR,EUR001,F,01,01,P,T,EUR,,,
N01VTN,VTN001,F,01,01,P,T,VTN,,,
N01BNL,BNL001,F,01,01,P,T,BNL,,,
N01WGR,WGR001,F,01,01,P,T,WGR,,,
N01ALY,ALY001,F,01,01,P,T,ALY,,,
N01WOD,WOD001,F,01,01,P,T,WOD,,,
N01CLT,CLT001,F,01,01,P,T,CLT,,,
N01LGW,LGW001,F,01,01,P,T,LGW,,,
N01SPH,SPH001,F,01,01,P,T,SPH,,,
N01CPK,CPK001,F,01,01,P,T,CPK,,,
N01WND,WND001,F,01,01,P,T,WND,,,
N01SDL,SDL001,F,01,01,P,T,SDL,,,
N01NMK,NMK001,F,01,01,P,T,NMK,,,
N01CRM,CRM001,F,01,01,P,T,CRM,,,
N01BEU,BEU001,F,01,01,P,T,BEU,,,
N01BNG,BNG001,F,01,01,P,T,BNG,,,
N01BRK,BRK001,F,01,01,P,T,BRK,,,
N01CDS,CDS001,F,01,01,P,T,CDS,,,
N01CLY,CLY001,F,01,01,P,T,CLY,,,
N01CTB,CTB001,F,01,01,P,T,CTB,,,
N01DLM,DLM001,F,01,01,P,T,DLM,,,
N01HEV,HEV001,F,01,01,P,T,HEV,,,
N01KBR,KBR001,F,01,01,P,T,KBR,,,
N01KWR,KWR001,F,01,01,P,T,KWR,,,
N01LBS,LBS001,F,01,01,P,T,LBS,,,
N01LGA,LGA001,F,01,01,P,T,LGA,,,
N01LIS,LIS001,F,01,01,P,T,LIS,,,
N01LLG,LLG001,F,01,01,P,T,LLG,,,
N01LOH,LOH001,F,01,01,P,T,LOH,,,
N01MOM,MOM001,F,01,01,P,T,MOM,,,
N01MSS,MSS001,F,01,01,P,T,MSS,,,
N01NYR,NYR001,F,01,01,P,T,NYR,,,
N01SLD,SLD001,F,01,01,P,T,SLD,,,
N01TRD,TRD001,F,01,01,P,T,TRD,,,
N01TWA,TWA001,F,01,01,P,T,TWA,,,
N01WPK,WPK001,F,01,01,P,T,WPK,,,
N01WPR,WPR001,F,01,01,P,T,WPR,,,
N01YAN,YAN001,F,01,01,P,T,YAN,,,
N01YRG,YRG001,F,01,01,P,T,YRG,,,
N01YRM,YRM001,F,01,01,P,T,YRM,,,
N02NPS,NPS002,F,02,02,P,T,NPS,,,
N02SHM,SHM002,F,02,02,P,T,SHM,,,
N03NPS,NPS003,F,03,03,P,T,NPS,,,
N03WTO,WTO003,F,03,03,P,T,WTO,,,
N04RWD,RWD004,F,04,04,P,T,RWD,,,
X01BXR,BXRSDG,F,SDG,01,R,T,BXR,,,
X01CHL,CHLSDG,F,SDG,01,R,T,CHL,,,
X01ELT,ELTS01,F,SDG,01,R,T,ELT,,,
X01MSS,MSSS01,F,SDG,01,R,T,MSS,,,
X02MSS,MSSS02,F,SDG,02,R,T,MSS,,,
X03SHM,SHMS05,T,S05,03,R,F,SHM,,,
X04SSS,SSSS04,T,04A,04,R,T,SSS,,,
